,index,work,author,birthYear,workLabel,authorLabel,genderLabel,citizenshipLabel,PublicationYear,religionLabel,nativeLanguageLabel
3609,0,http://www.wikidata.org/entity/Q8036749,http://www.wikidata.org/entity/Q724395,1925,Worlds of the Imperium,Keith Laumer,male,United States of America,1962,,
3610,0,http://www.wikidata.org/entity/Q6469952,http://www.wikidata.org/entity/Q36184,1847,Lady Athlyne,Bram Stoker,male,United Kingdom of Great Britain and Ireland,1908,,
3611,0,http://www.wikidata.org/entity/Q7766940,http://www.wikidata.org/entity/Q446941,1923,The Stranger,Gordon R. Dickson,male,Canada,1987,,
3612,0,http://www.wikidata.org/entity/Q7715857,http://www.wikidata.org/entity/Q5545264,1830,The Battle of Dorking,George Tomkyns Chesney,male,United Kingdom of Great Britain and Ireland,1871,,
3614,0,http://www.wikidata.org/entity/Q19895303,http://www.wikidata.org/entity/Q41532,1875,Psychology of the Unconscious,Carl Jung,male,Switzerland,1916,,
3615,0,http://www.wikidata.org/entity/Q16934458,http://www.wikidata.org/entity/Q237196,1856,The Witch's Head,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1885,,
3616,0,http://www.wikidata.org/entity/Q124080858,http://www.wikidata.org/entity/Q6969636,1857,A Lad of Mettle,Nathaniel Gould,male,United Kingdom of Great Britain and Ireland,1897,,
3617,0,http://www.wikidata.org/entity/Q828296,http://www.wikidata.org/entity/Q37030,1875,Death in Venice,Thomas Mann,male,Nazi Germany,1912,Lutheranism,German
3621,0,http://www.wikidata.org/entity/Q16931257,http://www.wikidata.org/entity/Q237196,1856,Queen of the Dawn,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1925,,
3622,0,http://www.wikidata.org/entity/Q7727989,http://www.wikidata.org/entity/Q723374,1879,The Cream of the Jest,James Branch Cabell,male,United States of America,1917,,
3623,0,http://www.wikidata.org/entity/Q1165714,http://www.wikidata.org/entity/Q502,1783,The Charterhouse of Parma,Stendhal,male,France,1839,atheism,French
3625,0,http://www.wikidata.org/entity/Q1192140,http://www.wikidata.org/entity/Q45025,1790,Der Alpenkönig und der Menschenfeind,Ferdinand Raimund,male,Austrian Empire,1828,,
3626,0,http://www.wikidata.org/entity/Q18026237,http://www.wikidata.org/entity/Q57966,1802,Märchen-Almanach auf das Jahr 1826,Wilhelm Hauff,male,Kingdom of Württemberg,1826,,
3627,0,http://www.wikidata.org/entity/Q123377777,http://www.wikidata.org/entity/Q218698,1859,Anthony John,Jerome K. Jerome,male,United Kingdom of Great Britain and Ireland,1923,,
3629,0,http://www.wikidata.org/entity/Q316826,http://www.wikidata.org/entity/Q28494,1777,Das Käthchen von Heilbronn,Heinrich von Kleist,male,Kingdom of Prussia,1810,,
3630,0,http://www.wikidata.org/entity/Q124081187,http://www.wikidata.org/entity/Q198644,1852,A Tragic Idyl,Paul Bourget,male,France,1896,Catholicism,French
3631,0,http://www.wikidata.org/entity/Q15932815,http://www.wikidata.org/entity/Q237196,1856,Joan Haste,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1895,,
3632,0,http://www.wikidata.org/entity/Q776279,http://www.wikidata.org/entity/Q310309,1657,Conversations on the Plurality of Worlds,Bernard Le Bovier de Fontenelle,male,France,1686,,French
3633,0,http://www.wikidata.org/entity/Q2781977,http://www.wikidata.org/entity/Q38337,1802,Ascanio,Alexandre Dumas,male,France,1843,,French
3634,0,http://www.wikidata.org/entity/Q19087949,http://www.wikidata.org/entity/Q16943893,1870,The Game of Go,Arthur Smith,male,United States of America,1908,,
3635,0,http://www.wikidata.org/entity/Q107326547,http://www.wikidata.org/entity/Q5673,1805,Hans Andersen's Fairy Tales,Hans Christian Andersen,male,Denmark–Norway,,Lutheranism,Danish
3637,0,http://www.wikidata.org/entity/Q16237355,http://www.wikidata.org/entity/Q167821,1925,Williwaw,Gore Vidal,male,United States of America,1946,atheism,English
3638,0,http://www.wikidata.org/entity/Q124084033,http://www.wikidata.org/entity/Q18117874,1862,Jean de Kerdren,Jeanne Schultz,female,France,1892,,
3640,0,http://www.wikidata.org/entity/Q933105,http://www.wikidata.org/entity/Q47152,1797,The Fortunes of Perkin Warbeck,Mary Shelley,female,Kingdom of Great Britain,1830,,English
3642,0,http://www.wikidata.org/entity/Q27966096,http://www.wikidata.org/entity/Q272537,1793,The Poems of Felicia Hemans,Felicia Hemans,female,Kingdom of Great Britain,1849,,
3644,0,http://www.wikidata.org/entity/Q4193654,http://www.wikidata.org/entity/Q207515,1881,The Little Nugget,P. G. Wodehouse,male,United States of America,1914,,
3647,0,http://www.wikidata.org/entity/Q7884156,http://www.wikidata.org/entity/Q207515,1881,Uneasy Money,P. G. Wodehouse,male,United States of America,1916,,
3650,0,http://www.wikidata.org/entity/Q6927163,http://www.wikidata.org/entity/Q287752,1860,Moving the Mountain,Charlotte Perkins Gilman,female,United States of America,1911,,
3651,0,http://www.wikidata.org/entity/Q5717253,http://www.wikidata.org/entity/Q7241,1861,The Gardener,Rabindranath Tagore,male,British Raj,1913,Hinduism,Bangla
3652,0,http://www.wikidata.org/entity/Q19169350,http://www.wikidata.org/entity/Q189454,1831,From the Caves and Jungles of Hindostan,Helena Blavatsky,female,United States of America,1879,Blavatskian theosophy,
3654,0,http://www.wikidata.org/entity/Q4660565,http://www.wikidata.org/entity/Q963715,1862,A Warning to the Curious,M. R. James,male,United Kingdom,1925,,
3655,0,http://www.wikidata.org/entity/Q1215018,http://www.wikidata.org/entity/Q131333,1819,The Mill on the Floss,George Eliot,female,United Kingdom of Great Britain and Ireland,1860,atheism,English
3658,0,http://www.wikidata.org/entity/Q3928516,http://www.wikidata.org/entity/Q93354,1896,Tales of the Jazz Age,F. Scott Fitzgerald,male,United States of America,1922,Catholic Church,English
3659,0,http://www.wikidata.org/entity/Q17145673,http://www.wikidata.org/entity/Q723374,1879,The High Place,James Branch Cabell,male,United States of America,1923,,
3660,0,http://www.wikidata.org/entity/Q7766265,http://www.wikidata.org/entity/Q42511,1866,The Star,H. G. Wells,male,United Kingdom,1897,,English
3661,0,http://www.wikidata.org/entity/Q124081219,http://www.wikidata.org/entity/Q137679,1857,A Whirl Asunder,Gertrude Atherton,female,United States of America,1895,,
3663,0,http://www.wikidata.org/entity/Q826727,http://www.wikidata.org/entity/Q260982,1882,The Worm Ouroboros,E. R. Eddison,male,United Kingdom,1922,,
3664,0,http://www.wikidata.org/entity/Q3766392,http://www.wikidata.org/entity/Q207036,1882,Winnie-the-Pooh,A. A. Milne,male,United Kingdom,1926,,English
3665,0,http://www.wikidata.org/entity/Q1249322,http://www.wikidata.org/entity/Q283496,1885,Show Boat,Edna Ferber,female,United States of America,1926,,
3666,0,http://www.wikidata.org/entity/Q501351,http://www.wikidata.org/entity/Q23434,1899,The Sun Also Rises,Ernest Hemingway,male,United States of America,1926,,English
3667,0,http://www.wikidata.org/entity/Q5966363,http://www.wikidata.org/entity/Q1064912,1853,The Fourth Dimension,Charles Howard Hinton,male,United Kingdom of Great Britain and Ireland,1904,,
3668,0,http://www.wikidata.org/entity/Q71585275,http://www.wikidata.org/entity/Q6694,1769,Aspects of nature,Alexander von Humboldt,male,Kingdom of Prussia,1808,Lutheranism,
3669,0,http://www.wikidata.org/entity/Q3987187,http://www.wikidata.org/entity/Q1392055,1863,The Gates of Morning,Henry De Vere Stacpoole,male,Republic of Ireland,1925,,
3670,0,http://www.wikidata.org/entity/Q17037267,http://www.wikidata.org/entity/Q3051213,1909,Return to Gone-Away,Elizabeth Enright,female,United States of America,1961,,
3671,0,http://www.wikidata.org/entity/Q19932982,http://www.wikidata.org/entity/Q313553,1833,El clavo,Pedro Antonio de Alarcón,male,Spain,1853,,Spanish
3672,0,http://www.wikidata.org/entity/Q1823410,http://www.wikidata.org/entity/Q57966,1802,Lichtenstein,Wilhelm Hauff,male,Kingdom of Württemberg,1826,,
3676,0,http://www.wikidata.org/entity/Q1438448,http://www.wikidata.org/entity/Q9381,1723,The Theory of Moral Sentiments,Adam Smith,male,Kingdom of Great Britain,1759,deism,
3677,0,http://www.wikidata.org/entity/Q27462,http://www.wikidata.org/entity/Q47484,1869,Les Caves du Vatican,André Gide,male,France,1914,,French
3679,0,http://www.wikidata.org/entity/Q3113189,http://www.wikidata.org/entity/Q101638,1759,Thoughts on the Education of Daughters,Mary Wollstonecraft,female,Kingdom of Great Britain,1787,Unitarianism,
3682,0,http://www.wikidata.org/entity/Q7740668,http://www.wikidata.org/entity/Q382786,1865,The House of the Arrow,Alfred Edward Woodley Mason,male,United Kingdom,1924,,
3687,0,http://www.wikidata.org/entity/Q7752518,http://www.wikidata.org/entity/Q6261563,1877,The Mouthpiece of Zitu,John Ulrich Giesy,male,United States of America,1919,,
3688,0,http://www.wikidata.org/entity/Q3614013,http://www.wikidata.org/entity/Q5686,1812,American Notes,Charles Dickens,male,United Kingdom of Great Britain and Ireland,1842,Anglicanism,British English
3689,0,http://www.wikidata.org/entity/Q7044569,http://www.wikidata.org/entity/Q537112,1873,No More Parades,Ford Madox Ford,male,United Kingdom,1925,Catholic Church,
3690,0,http://www.wikidata.org/entity/Q21190303,http://www.wikidata.org/entity/Q183167,1874,William Blake,G. K. Chesterton,male,United Kingdom,1910,Catholicism,
3692,0,http://www.wikidata.org/entity/Q4132785,http://www.wikidata.org/entity/Q947986,1903,Bring the Jubilee,Ward Moore,male,United States of America,1953,,
3693,0,http://www.wikidata.org/entity/Q115515856,http://www.wikidata.org/entity/Q947986,1903,Bring the Jubilee,Ward Moore,male,United States of America,1952,,
3694,0,http://www.wikidata.org/entity/Q27977005,http://www.wikidata.org/entity/Q370246,1847,Mogens,Jens Peter Jacobsen,male,Denmark,1872,atheism,
3695,0,http://www.wikidata.org/entity/Q124080921,http://www.wikidata.org/entity/Q16210361,1784,A Marriage in High Life,Caroline Lucy Scott,female,Kingdom of Great Britain,1828,,
3697,0,http://www.wikidata.org/entity/Q114806627,http://www.wikidata.org/entity/Q207515,1881,The Man Upstairs and Other Stories,P. G. Wodehouse,male,United States of America,1914,,
3700,0,http://www.wikidata.org/entity/Q7756660,http://www.wikidata.org/entity/Q237196,1856,The People of the Mist,H. Rider Haggard,male,United Kingdom of Great Britain and Ireland,1894,,
3702,0,http://www.wikidata.org/entity/Q1472368,http://www.wikidata.org/entity/Q455703,1829,Iracema,José de Alencar,male,Brazil,1865,,Portuguese
3703,0,http://www.wikidata.org/entity/Q1517519,http://www.wikidata.org/entity/Q211133,1478,The Book of the Courtier,Baldassarre Castiglione,male,Duchy of Milan,1528,Catholic Church,
3704,0,http://www.wikidata.org/entity/Q1219303,http://www.wikidata.org/entity/Q535,1802,Bug-Jargal,Victor Hugo,male,France,1826,,French
3705,0,http://www.wikidata.org/entity/Q1193812,http://www.wikidata.org/entity/Q22670,1759,The Ghost-Seer,Friedrich Schiller,male,Saxe-Weimar,1787,Lutheranism,
3707,0,http://www.wikidata.org/entity/Q1306869,http://www.wikidata.org/entity/Q33977,1828,A Floating City,Jules Verne,male,France,1871,Catholicism,French
3708,0,http://www.wikidata.org/entity/Q466333,http://www.wikidata.org/entity/Q22670,1759,The Robbers,Friedrich Schiller,male,Saxe-Weimar,1782,Lutheranism,
3711,0,http://www.wikidata.org/entity/Q425837,http://www.wikidata.org/entity/Q22670,1759,Mary Stuart,Friedrich Schiller,male,Saxe-Weimar,1801,Lutheranism,
3713,0,http://www.wikidata.org/entity/Q1125010,http://www.wikidata.org/entity/Q22670,1759,The Maid of Orleans,Friedrich Schiller,male,Saxe-Weimar,1801,Lutheranism,
3715,0,http://www.wikidata.org/entity/Q6928809,http://www.wikidata.org/entity/Q715814,1871,Mr. Keegan's Elopement,Winston Churchill,male,United States of America,1896,,
3716,0,http://www.wikidata.org/entity/Q7718738,http://www.wikidata.org/entity/Q273034,1874,The Blue Castle,Lucy Maud Montgomery,female,Canada,1926,,English
3717,0,http://www.wikidata.org/entity/Q7920584,http://www.wikidata.org/entity/Q5542993,1911,Venus Equilateral,George O. Smith,male,United States of America,1947,,
3718,0,http://www.wikidata.org/entity/Q6698664,http://www.wikidata.org/entity/Q4296277,1887,Lud-in-the-Mist,Hope Mirrlees,female,United Kingdom,1926,,
3719,0,http://www.wikidata.org/entity/Q516499,http://www.wikidata.org/entity/Q311001,1866,Tirano Banderas,Ramón María del Valle-Inclán,male,Spain,1926,,
3720,0,http://www.wikidata.org/entity/Q51501772,http://www.wikidata.org/entity/Q2831281,1842,Manual of the apiary,Albert John Cook,male,United States of America,1880,,
3721,0,http://www.wikidata.org/entity/Q51501780,http://www.wikidata.org/entity/Q2831281,1842,Manual of the apiary,Albert John Cook,male,United States of America,1880,,
3722,0,http://www.wikidata.org/entity/Q51501783,http://www.wikidata.org/entity/Q2831281,1842,Manual of the apiary,Albert John Cook,male,United States of America,1876,,
3723,0,http://www.wikidata.org/entity/Q51501785,http://www.wikidata.org/entity/Q2831281,1842,Manual of the apiary,Albert John Cook,male,United States of America,1878,,
3724,0,http://www.wikidata.org/entity/Q4730179,http://www.wikidata.org/entity/Q93354,1896,All the Sad Young Men,F. Scott Fitzgerald,male,United States of America,1926,Catholic Church,English
3725,0,http://www.wikidata.org/entity/Q7897332,http://www.wikidata.org/entity/Q234530,1865,Unravelled Knots,Emma Orczy,female,United Kingdom,1925,,
3727,0,http://www.wikidata.org/entity/Q16386908,http://www.wikidata.org/entity/Q3316148,1825,Mary Anerley,Richard Doddridge Blackmore,male,United Kingdom of Great Britain and Ireland,1880,,English
3728,0,http://www.wikidata.org/entity/Q7048388,http://www.wikidata.org/entity/Q5542993,1911,Nomad,George O. Smith,male,United States of America,1950,,
3729,0,http://www.wikidata.org/entity/Q191509,http://www.wikidata.org/entity/Q76417,1751,Zerbin,Jakob Michael Reinhold Lenz,male,Germany,1776,,German
3730,0,http://www.wikidata.org/entity/Q831504,http://www.wikidata.org/entity/Q34981,1920,Let's Get Together,Isaac Asimov,male,United States of America,1957,atheism,Yiddish
3733,0,http://www.wikidata.org/entity/Q3225234,http://www.wikidata.org/entity/Q562133,1593,The Compleat Angler,Izaak Walton,male,United Kingdom,1653,,
3734,0,http://www.wikidata.org/entity/Q4883504,http://www.wikidata.org/entity/Q345104,1875,Bellarion the Fortunate,Rafael Sabatini,male,Italy,1926,,
3738,0,http://www.wikidata.org/entity/Q51447910,http://www.wikidata.org/entity/Q521991,1799,Birds and their nests,Mary Howitt,female,Kingdom of Great Britain,1871,,English
3740,0,http://www.wikidata.org/entity/Q124090876,http://www.wikidata.org/entity/Q1615369,1837,Told by the Colonel,William L. Alden,male,United States of America,1893,,
3742,0,http://www.wikidata.org/entity/Q7148379,http://www.wikidata.org/entity/Q5542993,1911,Pattern for Conquest,George O. Smith,male,United States of America,1949,,
3743,0,http://www.wikidata.org/entity/Q636960,http://www.wikidata.org/entity/Q169566,1890,He,H. P. Lovecraft,male,United States of America,1925,atheism,
3744,0,http://www.wikidata.org/entity/Q51452865,http://www.wikidata.org/entity/Q4864587,1886,The case against evolution,Barry O'Toole,male,United States of America,1925,Catholic Church,
3745,0,http://www.wikidata.org/entity/Q51486470,http://www.wikidata.org/entity/Q355888,1840,A handbook of systematic botany,Eugenius Warming,male,Denmark,1895,,
3747,0,http://www.wikidata.org/entity/Q5421321,http://www.wikidata.org/entity/Q550449,1896,Exploration Team,Murray Leinster,male,United States of America,1956,,
3748,0,http://www.wikidata.org/entity/Q3771960,http://www.wikidata.org/entity/Q235665,1785,Glenarvon,Lady Caroline Lamb,female,United Kingdom,1816,,
3750,0,http://www.wikidata.org/entity/Q7739105,http://www.wikidata.org/entity/Q207515,1881,The Head of Kay's,P. G. Wodehouse,male,United States of America,1905,,
3753,0,http://www.wikidata.org/entity/Q7736961,http://www.wikidata.org/entity/Q207515,1881,The Gold Bat,P. G. Wodehouse,male,United States of America,1904,,
3756,0,http://www.wikidata.org/entity/Q16514368,http://www.wikidata.org/entity/Q82925,1857,A Personal Record,Joseph Conrad,male,United Kingdom,1912,atheism,
3761,0,http://www.wikidata.org/entity/Q7726960,http://www.wikidata.org/entity/Q207515,1881,The Coming of Bill,P. G. Wodehouse,male,United States of America,1920,,
3764,0,http://www.wikidata.org/entity/Q5517801,http://www.wikidata.org/entity/Q144090,1890,Galactic Patrol,Edward Elmer Smith,male,United States of America,1937,,
3765,0,http://www.wikidata.org/entity/Q7764969,http://www.wikidata.org/entity/Q36184,1847,The Snake's Pass,Bram Stoker,male,United Kingdom of Great Britain and Ireland,1890,,
3766,0,http://www.wikidata.org/entity/Q114959521,http://www.wikidata.org/entity/Q93081,1909,Giant brains,Edmund Berkeley,male,United States of America,1949,,
